rank,id,player,team,pos,gp,pass_yds,pass_td,pass_int,rush_yds,rush_td,rec,rec_yds,rec_td,def_sck,def_int,fum_forced,fum_recovered,fpts_ppr_per_gp,fpts_ppr
770,26260,Elijah Ponder,NE,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.2,0.2,0.1,2.1,36.0
771,18177,Jonathan Jones,PHI,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.2,0.4,0.2,2.1,35.8
772,23531,Eyioma Uwazurike,DEN,DL,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.2,0.3,0.2,2.1,35.6
773,26866,Brandon Cisse,GB,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.5,0.3,2.1,35.4
774,27045,Nicholas Singleton,TEN,RB,17,0.0,0.0,0.0,156.6,1.1,7.6,50.4,0.3,0.0,0.0,0.0,0.0,2.1,35.3
775,23383,Logan Hall,HOU,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.1,0.3,0.2,2.1,35.3
776,28208,Cole Wisniewski,PHI,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.2,2.1,35.3
777,20901,Charles Omenihu,WAS,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.2,0.3,0.2,2.1,35.2
778,19207,Tim Patrick,NYJ,WR,17,0.0,0.0,0.0,0.0,0.0,13.1,147.4,1.3,0.0,0.0,0.0,0.0,2.1,35.2
779,25484,Reddy Steward,DAL,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.3,0.3,0.2,2.1,34.9
780,26160,Jordan Hancock,BUF,DB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.3,0.2,2.1,34.9
781,24086,Trenton Simpson,BAL,ILB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.1,0.3,0.1,2.1,34.9
782,25906,Colbie Young,CIN,WR,17,0.0,0.0,0.0,0.0,0.0,14.5,150.2,0.9,0.0,0.0,0.0,0.0,2.0,34.7
783,24003,Jack Gibbens,ARI,ILB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.1,0.2,0.1,2.0,34.7
784,25090,Terrell Jennings,NE,RB,17,0.0,0.0,0.0,166.9,1.3,7.1,40.8,0.0,0.0,0.0,0.0,0.0,2.0,34.7
785,18982,Rasul Douglas,WAS,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.6,0.4,0.2,2.0,34.6
786,26173,Warren Brinson,GB,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.4,0.2,2.0,34.5
787,26658,Cooper McDonald,KC,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.2,0.2,0.1,2.0,34.2
788,21868,Benito Jones,LV,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.4,0.3,0.2,2.0,34.1
789,26978,Will Kacmarek,MIA,TE,17,0.0,0.0,0.0,0.0,0.0,15.3,135.8,0.9,0.0,0.0,0.0,0.0,2.0,34.1
790,26102,Dont'e Thornton Jr.,LV,WR,17,0.0,0.0,0.0,0.0,0.0,12.2,171.9,0.8,0.0,0.0,0.0,0.0,2.0,34.0
791,21996,Malik Harrison,PIT,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.1,0.3,0.1,2.0,33.9
792,24248,Byron Young,PHI,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.3,0.2,0.1,2.0,33.9
793,25165,Max Melton,ARI,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.4,0.2,2.0,33.9
794,28066,Michael Trigg,DAL,TE,17,0.0,0.0,0.0,0.0,0.0,14.0,138.0,1.0,0.0,0.0,0.0,0.0,2.0,33.8
795,14252,Kirk Cousins,LV,QB,17,631.1,3.9,2.8,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,33.6
796,23683,Sam Okuayinonu,SF,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.1,0.3,0.2,2.0,33.4
797,26821,David Bailey,NYJ,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.4,0.2,2.0,33.2
798,21739,Van Jefferson,WAS,WR,17,0.0,0.0,0.0,0.0,0.0,12.0,152.0,1.0,0.0,0.0,0.0,0.0,2.0,33.2
799,24440,Dante Stills,ARI,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.1,0.3,0.1,1.9,33.1
800,23161,Jonathan Mingo,DAL,WR,17,0.0,0.0,0.0,0.0,0.0,12.1,157.4,0.9,0.0,0.0,0.0,0.0,1.9,33.0
801,21994,Troy Dye,LAC,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.1,0.2,0.1,1.9,33.0
802,24252,Isaiah McGuire,CLE,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.2,0.3,0.1,1.9,33.0
803,20941,Devin Singletary,NYG,RB,17,0.0,0.0,0.0,159.4,1.5,4.6,29.9,0.3,0.0,0.0,0.0,0.0,1.9,32.9
804,22566,Calvin Austin III,NYG,WR,17,0.0,0.0,0.0,6.5,0.0,13.3,155.4,0.6,0.0,0.0,0.0,0.0,1.9,32.9
805,26793,Tanner Koziol,JAX,TE,17,0.0,0.0,0.0,0.0,0.0,14.0,128.0,1.0,0.0,0.0,0.0,0.0,1.9,32.8
806,22334,Christian Rozeboom,TB,ILB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.2,0.1,1.9,32.7
807,22078,Neville Gallimore,CHI,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.2,0.3,0.2,1.9,32.6
808,25246,Tyrice Knight,SEA,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.1,0.2,0.1,1.9,32.5
809,24935,Leonard Taylor III,NE,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.2,0.2,0.1,1.9,32.5
810,23385,Dominique Robinson,HOU,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.1,0.3,0.1,1.9,32.4
811,20884,Foster Moreau,HOU,TE,17,0.0,0.0,0.0,0.0,0.0,13.1,127.3,1.1,0.0,0.0,0.0,0.0,1.9,32.2
812,25224,Tyler Davis,LAR,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.4,0.2,1.9,32.2
813,20931,Drew Sample,CIN,TE,17,0.0,0.0,0.0,0.0,0.0,15.3,116.4,0.9,0.0,0.0,0.0,0.0,1.9,32.1
814,26982,Lee Hunter,CAR,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.4,0.2,1.9,32.1
815,24970,Jonah Elliss,DEN,OLB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.2,0.3,0.1,1.9,31.9
816,25888,Devin Neal,NO,RB,17,0.0,0.0,0.0,160.0,1.0,7.0,49.0,0.0,0.0,0.0,0.0,0.0,1.9,31.9
817,21786,Adam Trautman,DEN,TE,17,0.0,0.0,0.0,0.0,0.0,14.5,127.8,0.8,0.0,0.0,0.0,0.0,1.9,31.9
818,26476,Jahdae Walker,CHI,WR,17,0.0,0.0,0.0,0.0,0.0,11.3,134.7,1.2,0.0,0.0,0.0,0.0,1.9,31.8
819,26756,Jaren Kanak,TEN,TE,17,0.0,0.0,0.0,0.0,0.0,13.0,126.0,1.0,0.0,0.0,0.0,0.0,1.9,31.6
820,18883,JuJu Smith-Schuster,NYG,WR,17,0.0,0.0,0.0,6.0,0.0,12.0,130.0,1.0,0.0,0.0,0.0,0.0,1.9,31.6
821,21008,L.J. Collier,ARI,DL,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.2,0.3,0.1,1.9,31.6
822,26974,Davison Igbinosun,BUF,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.4,0.2,1.9,31.6
823,25131,Josh Wallace,LAR,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.4,0.2,1.8,31.4
824,24256,Keion White,SF,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.1,0.3,0.2,1.8,31.4
825,24265,Ivan Pace Jr.,MIN,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.2,0.1,1.8,31.4
826,24288,Luke Schoonmaker,DAL,TE,17,0.0,0.0,0.0,0.0,0.0,13.9,133.1,0.7,0.0,0.0,0.0,0.0,1.8,31.2
827,25932,Efton Chism III,NE,WR,17,0.0,0.0,0.0,6.0,0.0,12.0,126.0,1.0,0.0,0.0,0.0,0.0,1.8,31.2
828,25348,Levi Drake Rodriguez,MIN,DL,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.2,0.4,0.2,1.8,31.1
829,21120,Cole Holcomb,PIT,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.3,0.1,1.8,31.0
830,24985,Ben Sinnott,WAS,TE,17,0.0,0.0,0.0,0.0,0.0,11.8,128.1,1.1,0.0,0.0,0.0,0.0,1.8,31.0
831,23610,Sam Roberts,NYG,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.2,0.2,0.1,1.8,30.9
832,19952,Kentavius Street,CHI,DL,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.2,0.3,0.2,1.8,30.9
833,23840,Kevin Austin Jr.,NO,WR,17,0.0,0.0,0.0,5.0,0.0,11.0,134.0,1.0,0.0,0.0,0.0,0.0,1.8,30.9
834,25953,Ollie Gordon II,MIA,RB,17,0.0,0.0,0.0,172.1,0.9,5.1,27.4,0.3,0.0,0.0,0.0,0.0,1.8,30.9
835,22870,Azeez Ojulari,ATL,OLB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.1,0.3,0.1,1.8,30.8
836,26130,CJ West,SF,DL,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.2,0.3,0.1,1.8,30.8
837,23485,Daniel Bellinger,TEN,TE,17,0.0,0.0,0.0,0.0,0.0,11.1,156.9,0.7,0.0,0.0,0.0,0.0,1.8,30.8
838,26736,J'Mari Taylor,JAX,RB,17,0.0,0.0,0.0,160.0,1.0,5.0,37.0,0.0,0.0,0.0,0.0,0.0,1.8,30.7
839,25912,Kyle Williams,NE,WR,17,0.0,0.0,0.0,2.0,0.0,9.5,145.4,1.1,0.0,0.0,0.0,0.0,1.8,30.6
840,26849,CJ Daniels,LAR,WR,17,0.0,0.0,0.0,3.0,0.0,11.3,143.6,0.8,0.0,0.0,0.0,0.0,1.8,30.6
841,19999,Jacob Martin,TEN,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.1,0.3,0.1,1.8,30.6
842,24267,Owen Pappoe,ARI,ILB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.1,1.8,30.5
843,26023,Shavon Revel Jr.,DAL,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.2,1.8,30.4
844,26737,Adam Randall,BAL,RB,17,0.0,0.0,0.0,140.8,0.8,6.4,47.5,0.2,0.0,0.0,0.0,0.0,1.8,30.4
845,24135,Kelee Ringo,PHI,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.2,1.8,30.4
846,27023,Bryce Boettcher,IND,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,1.8,30.2
847,24372,Roschon Johnson,CHI,RB,17,0.0,0.0,0.0,174.0,0.3,6.8,40.1,0.1,0.0,0.0,0.0,0.0,1.8,30.2
848,26986,Caden Curry,IND,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.1,1.8,30.2
849,26857,Aaron Anderson,CLE,WR,17,0.0,0.0,0.0,0.0,0.0,11.0,132.0,1.0,0.0,0.0,0.0,0.0,1.8,30.2
850,28067,George Gumbs Jr.,IND,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.1,1.8,30.2
851,19943,Durham Smythe,BAL,TE,17,0.0,0.0,0.0,0.0,0.0,10.8,116.7,1.3,0.0,0.0,0.0,0.0,1.8,30.1
852,24101,Colby Wooden,IND,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.2,0.3,0.2,1.8,30.0
853,28108,Drew Stevens,WAS,K,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,30.0
854,25949,Tahj Brooks,CIN,RB,17,0.0,0.0,0.0,129.7,1.0,6.0,33.9,0.4,0.0,0.0,0.0,0.0,1.8,30.0
855,26174,Marques Sigle,SF,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.3,0.1,1.8,29.9
856,22761,Garret Wallow,SF,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.3,0.1,1.8,29.9
857,26201,JJ Pegues,LV,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.4,0.3,0.1,1.8,29.8
858,25890,Barion Brown,NO,WR,17,0.0,0.0,0.0,0.0,0.0,10.0,136.0,1.0,0.0,0.0,0.0,0.0,1.7,29.6
859,26842,Justin Joly,DEN,TE,17,0.0,0.0,0.0,0.0,0.0,13.3,116.8,0.8,0.0,0.0,0.0,0.0,1.7,29.6
860,26925,Marlin Klein,HOU,TE,17,0.0,0.0,0.0,0.0,0.0,12.0,115.0,1.0,0.0,0.0,0.0,0.0,1.7,29.5
861,27009,Zane Durant,BUF,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.4,0.2,1.7,29.5
862,26846,Eric Rivers Jr.,TB,WR,17,0.0,0.0,0.0,0.0,0.0,11.0,124.0,1.0,0.0,0.0,0.0,0.0,1.7,29.4
863,26917,Kyle Louis,MIA,ILB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.2,1.7,29.4
864,22496,Mac Jones,SF,QB,17,522.3,3.3,2.1,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,29.2
865,24268,SirVocea Dennis,TB,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.3,0.2,0.1,1.7,29.2
866,16764,Dante Fowler Jr.,SEA,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,0.3,0.2,0.1,1.7,29.1
867,24401,Brenton Cox Jr.,GB,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.1,0.2,0.1,1.7,29.1
868,18970,Ahkello Witherspoon,WAS,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.4,0.2,1.7,28.9
869,22279,Chris Williams,ATL,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.1,0.3,0.1,1.7,28.8
870,26905,Keith Abney II,DET,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.4,0.2,1.7,28.8
871,22720,K.J. Britt,NE,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.2,0.1,1.7,28.8
872,22590,Ben Skowronek,PIT,WR,17,0.0,0.0,0.0,3.0,0.0,13.3,98.8,0.9,0.0,0.0,0.0,0.0,1.7,28.7
873,26187,Eric Gregory,NE,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.2,0.1,1.7,28.6
874,611,Joe Flacco,CIN,QB,17,456.0,3.4,1.3,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,28.6
875,18002,Jonathan Bullard,DAL,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.3,0.1,1.7,28.6
876,19932,Dorance Armstrong,WAS,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.1,0.2,0.1,1.7,28.5
877,24238,Kendre Miller,NO,RB,17,0.0,0.0,0.0,143.9,1.0,4.5,36.2,0.2,0.0,0.0,0.0,0.0,1.7,28.5
878,23617,James Houston,DAL,OLB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.2,0.1,0.1,1.7,28.5
879,25222,Jaylen Harrell,TEN,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.1,0.3,0.1,1.7,28.5
880,26774,Malik Muhammad,CHI,DB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.4,0.2,1.7,28.4
881,26940,John Michael Gyllenborg,KC,TE,17,0.0,0.0,0.0,0.0,0.0,11.0,114.0,1.0,0.0,0.0,0.0,0.0,1.7,28.4
882,20028,Tremon Smith,HOU,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.3,0.3,0.2,1.7,28.4
883,24975,Mike Hall Jr.,CLE,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.2,0.3,0.1,1.7,28.4
884,22904,Isaiah McDuffie,GB,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.2,0.2,0.1,1.7,28.4
885,24117,Anthony Richardson Sr.,IND,QB,17,319.8,1.8,1.2,69.6,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,28.4
886,22083,Leki Fotu,NYG,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.2,0.3,0.1,1.7,28.3
887,26839,Taylen Green,CLE,QB,17,335.0,2.0,2.0,69.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,28.3
888,24312,Jacob Saylors,DET,RB,17,0.0,0.0,0.0,135.8,1.4,4.2,23.9,0.0,0.0,0.0,0.0,0.0,1.7,28.2
889,26125,Ashton Gillotte,KC,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.5,0.2,0.1,1.7,28.1
890,20894,Anthony Nelson,TB,OLB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.3,0.2,0.1,1.6,28.0
891,22492,Justin Fields,KC,QB,17,333.3,2.0,1.2,64.8,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,28.0
892,16389,Odell Beckham Jr.,NYG,WR,17,0.0,0.0,0.0,0.0,0.0,10.0,120.0,1.0,0.0,0.0,0.0,0.0,1.6,28.0
893,19868,Isaiah Oliver,ARI,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.2,0.1,1.6,27.9
894,23386,Arnold Ebiketie,PHI,OLB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.1,0.2,0.1,1.6,27.8
895,24412,Shaka Heyward,CIN,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.2,0.1,1.6,27.8
896,26022,Azareye'h Thomas,NYJ,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.3,0.2,1.6,27.8
897,28057,Josh Cuevas,BAL,TE,17,0.0,0.0,0.0,0.0,0.0,11.0,108.0,1.0,0.0,0.0,0.0,0.0,1.6,27.8
898,23606,Samuel Womack III,NYJ,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.3,0.1,1.6,27.8
899,20411,Frankie Luvu,WAS,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.2,0.1,1.6,27.7
900,26169,Zeek Biggers,MIA,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.2,0.2,0.1,1.6,27.6
901,26780,Kayden McDonald,HOU,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.3,0.2,1.6,27.6
902,26136,Bam Martin-Scott,CAR,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.2,0.1,1.6,27.6
903,17512,Rakeem Nuñez-Roches Sr.,TB,DL,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.1,0.2,0.1,1.6,27.6
904,25334,Qwan'tez Stiggers,NYJ,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.3,0.2,1.6,27.5
905,26985,Chris McClellan,GB,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.4,0.2,1.6,27.4
906,16783,Bud Dupree,LAC,OLB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.2,0.2,0.1,1.6,27.4
907,21281,Andrew Wingard,ARI,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.3,0.1,1.6,27.4
908,25244,Jordan Magee,WAS,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.1,1.6,27.3
909,21881,A.J. Epenesa,PHI,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.4,0.2,0.1,1.6,27.3
910,23577,Kalia Davis,CLE,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.3,0.1,1.6,27.2
911,18904,Solomon Thomas,TEN,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.2,0.3,0.1,1.6,27.2
912,24292,Trey Benson,ARI,RB,17,0.0,0.0,0.0,120.0,1.0,3.0,22.0,1.0,0.0,0.0,0.0,0.0,1.6,27.2
913,24932,Jeremiah Trotter Jr.,PHI,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.1,0.2,0.1,1.6,27.2
914,21925,Ashtyn Davis,SF,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.3,0.1,1.6,27.1
915,26942,Seth McGowan,IND,RB,17,0.0,0.0,0.0,124.3,1.0,5.8,36.6,0.0,0.0,0.0,0.0,0.0,1.6,27.1
916,24092,BJ Ojulari,ARI,OLB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.2,0.2,0.1,1.6,26.9
917,20939,David Sills V,TB,WR,17,0.0,0.0,0.0,6.0,0.0,9.0,113.0,1.0,0.0,0.0,0.0,0.0,1.6,26.9
918,15194,John Jenkins,BAL,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.1,0.4,0.2,1.6,26.9
919,22775,Joe Tryon-Shoyinka,PHI,OLB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.1,0.1,0.1,1.6,26.8
920,28096,Kendal Daniels,ATL,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.3,0.1,1.6,26.8
921,26381,TeRah Edwards,LAC,DL,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.2,0.3,0.2,1.6,26.8
922,18292,Roy Robertson-Harris,NYG,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.1,0.3,0.1,1.6,26.8
923,25971,Oscar Delp,NO,TE,17,0.0,0.0,0.0,0.0,0.0,11.5,105.5,0.8,0.0,0.0,0.0,0.0,1.6,26.6
924,27011,Nick Barrett,LAC,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.2,1.6,26.6
925,25948,Trevor Etienne,CAR,RB,17,0.0,0.0,0.0,129.0,0.8,5.5,37.8,0.0,0.0,0.0,0.0,0.0,1.6,26.6
926,26918,Jermod McCoy,LV,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.3,0.2,1.6,26.6
927,27024,Namdi Obiazor,NE,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,1.6,26.5
928,25102,Will Shipley,PHI,RB,17,0.0,0.0,0.0,86.3,0.4,9.7,63.3,0.0,0.0,0.0,0.0,0.0,1.6,26.5
929,26015,Jack Sawyer,PIT,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8,0.3,0.1,1.6,26.4
930,26852,Bryce Lance,NO,WR,17,0.0,0.0,0.0,0.0,0.0,11.9,116.7,0.5,0.0,0.0,0.0,0.0,1.6,26.4
931,25982,Jimmy Horn Jr.,CAR,WR,17,0.0,0.0,0.0,52.0,0.0,9.6,88.2,0.5,0.0,0.0,0.0,0.0,1.5,26.2
932,24280,Dylan Horton,HOU,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.1,0.2,0.1,1.5,26.2
933,23261,Nolan Smith Jr.,PHI,OLB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.1,0.2,0.1,1.5,26.1
934,26170,Yahya Black,PIT,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.3,0.2,1.5,26.0
935,21894,James Lynch,CHI,DL,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.3,0.1,1.5,25.9
936,25924,Tai Felton,MIN,WR,17,0.0,0.0,0.0,3.0,0.0,10.5,121.6,0.5,0.0,0.0,0.0,0.0,1.5,25.8
937,17968,Andrew Billings,ARI,DL,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.3,0.1,1.5,25.7
938,25063,Isaac Guerendo,SF,RB,17,0.0,0.0,0.0,142.6,1.2,2.9,19.4,0.0,0.0,0.0,0.0,0.0,1.5,25.7
939,23611,Theo Jackson,MIN,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.3,0.2,1.5,25.6
940,21025,Cody Barton,TEN,ILB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.6,0.2,0.1,1.5,25.6
941,21187,Kemon Hall,TB,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.3,0.3,0.1,1.5,25.5
942,26858,Chandler Rivers,BAL,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.4,0.2,1.5,25.4
943,26167,Lathan Ransom,CAR,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.2,0.1,1.5,25.4
944,19065,Jeremy McNichols,WAS,RB,17,0.0,0.0,0.0,98.8,0.6,6.5,47.9,0.2,0.0,0.0,0.0,0.0,1.5,25.4
945,24201,Nick Herbig,PIT,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.3,0.3,0.1,1.5,25.4
