Full Name,Position,BMI,Height (Inches),Weight,Age,Hand Size,Arm Length,20-Yard Shuttle,Athleticism Score,Catch Radius,Height-adjusted Speed Score,Bench Press,3-Cone Drill,40-Yard Dash,Broad Jump,SPARQ-x,Vertical Jump,Burst Score,Agility Score,College YPR,College Dominator Rating,Breakout Year,Breakout Age
JuJu Smith-Schuster,WR,28.40,73.00,215 lbs,21.70,10.50,32.88,4.19,103.60,10.00,101.20,15.00,6.88,4.54,120.00,106.60,32.50,115.30,11.07,14.70,0.32,2015.00,18.80
Julian Edelman,WR,28.40,70.00,198 lbs,32.20,-,-,3.92,99.40,10.11,87.10,14.00,6.62,4.57,123.00,116.20,36.50,123.60,10.54,-,-,-,-
Julian Talley,WR,25.30,73.00,192 lbs,29.20,-,-,4.09,101.30,10.35,84.30,14.00,6.65,4.62,128.00,112.60,41.50,134.60,10.74,12.60,0.30,2010.00,21.20
Julio Jones,WR,27.50,75.00,220 lbs,29.50,9.75,33.75,4.25,112.30,10.40,121.70,17.00,6.66,4.39,135.00,122.10,38.50,133.00,10.91,14.50,0.34,2008.00,19.60
Junior Hemingway,WR,29.30,73.00,222 lbs,29.60,9.38,32.50,3.98,108.00,10.25,105.40,21.00,6.59,4.53,124.00,129.20,35.50,122.40,10.57,20.60,0.25,2010.00,21.70
Juron Criner,WR,28.20,74.00,220 lbs,28.70,10.50,32.00,4.30,104.00,10.04,93.00,17.00,7.15,4.68,117.00,107.80,38.00,123.10,11.45,13.80,0.35,2009.00,19.70
Justice Liggins,WR,27.20,73.00,206 lbs,23.70,9.00,32.50,4.25,104.00,10.19,95.30,16.00,6.86,4.56,127.00,111.70,39.00,129.80,11.11,13.10,0.19,-,-
Justin Blackmon,WR,27.30,73.00,207 lbs,28.60,9.25,32.50,4.38,101.80,9.94,98.30,14.00,7.13,4.53,123.00,101.20,35.00,121.00,11.51,14.30,0.44,2010.00,20.70
Justin Brown,WR,26.10,75.00,209 lbs,27.40,9.50,31.63,4.31,99.70,9.85,91.90,8.00,6.96,4.65,117.00,85.80,30.50,110.40,11.27,12.00,0.20,2011.00,20.50
Justin Hardy,WR,27.50,70.00,192 lbs,26.60,10.00,32.13,4.21,97.20,10.05,85.20,11.00,6.63,4.56,114.00,100.70,36.50,119.10,10.84,12.30,0.32,2011.00,19.70
Justin Hunter,WR,23.90,76.00,196 lbs,27.20,9.38,33.25,4.33,104.80,10.28,105.00,-,7.19,4.44,136.00,-,39.50,135.20,11.52,14.80,0.27,2010.00,19.30
Justin Thomas,WR,27.50,69.00,186 lbs,24.40,9.13,29.75,4.14,93.30,9.73,93.80,-,7.19,4.40,115.00,-,32.00,111.90,11.33,-,-,-,-
Justin Veltung,WR,25.40,71.00,182 lbs,27.40,9.75,29.50,4.15,97.30,10.18,85.60,8.00,6.79,4.51,129.00,105.60,41.50,135.10,10.94,19.90,0.03,-,-
Justin Watson,WR,27.60,74.00,215 lbs,22.30,9.25,33.75,4.26,107.70,10.28,107.20,20.00,7.08,4.49,124.00,123.30,40.00,130.00,11.34,13.40,0.60,2015.00,19.40
K.J. Brent,WR,25.20,75.00,202 lbs,25.00,9.75,31.63,4.30,100.30,10.01,93.50,6.00,6.89,4.59,118.00,89.10,34.00,116.80,11.19,13.90,0.15,-,-
K.J. Maye,WR,29.00,68.00,191 lbs,24.50,8.50,30.25,4.35,91.30,9.56,75.50,10.00,7.18,4.66,113.00,86.80,33.00,112.60,11.53,10.60,0.31,2015.00,21.50
KD Cannon,WR,25.40,71.00,182 lbs,22.80,8.88,30.75,4.37,95.40,9.93,93.60,13.00,7.10,4.41,119.00,104.00,37.00,122.40,11.47,14.00,0.39,2014.00,18.80
Ka'Raun White,WR,26.30,73.00,199 lbs,21.30,9.63,32.25,4.57,98.20,9.80,95.40,24.00,7.16,4.52,118.00,110.10,33.50,116.00,11.73,16.50,0.29,2016.00,19.40
Kadron Boone,WR,26.20,72.00,193 lbs,26.90,8.75,31.63,4.60,95.30,9.66,91.20,9.00,7.37,4.52,118.00,84.50,33.00,115.10,11.97,13.40,0.15,2012.00,21.00
Kaelin Clay,WR,28.00,70.00,195 lbs,26.60,9.00,30.88,4.26,95.70,9.80,90.40,10.00,6.97,4.51,113.00,96.10,33.00,112.60,11.23,12.20,0.20,2014.00,22.70
Kain Colter,WR,28.40,70.00,198 lbs,26.20,10.00,31.00,4.20,94.80,9.82,74.00,11.00,6.68,4.76,113.00,91.10,33.50,113.50,10.88,10.80,-,-,-
Kalif Raymond,WR,23.90,69.00,162 lbs,24.00,-,-,-,-,-,82.50,-,-,4.39,-,-,-,-,-,13.20,0.31,2015.00,21.10
Kamar Aiken,WR,27.60,74.00,215 lbs,29.20,-,-,4.63,104.90,9.93,106.30,17.00,7.19,4.50,128.00,103.20,36.50,126.10,11.82,16.00,0.26,2007.00,18.30
Karel Hamilton,WR,27.00,72.00,199 lbs,23.40,9.00,32.25,4.62,96.10,9.73,83.20,12.00,7.10,4.66,115.00,84.40,34.00,115.30,11.72,12.50,0.38,2013.00,18.40
Kasen Williams,WR,28.90,73.00,219 lbs,25.70,8.25,32.00,4.46,102.50,9.86,93.70,17.00,7.10,4.65,119.00,100.40,35.00,119.00,11.56,10.50,0.20,2013.00,20.80
Kashif Moore,WR,26.60,69.00,180 lbs,29.70,9.38,31.00,4.05,98.00,10.30,89.20,19.00,6.82,4.42,126.00,131.00,43.50,137.00,10.87,14.70,0.31,2010.00,21.80
Kassim Osgood,WR,26.10,77.00,220 lbs,38.20,9.50,33.00,4.44,103.40,9.87,96.70,-,7.19,4.68,122.00,-,31.00,113.70,11.63,14.40,-,-,-
KeVonn Mabon,WR,28.00,73.00,212 lbs,24.90,9.00,32.00,4.33,99.90,9.80,86.20,14.00,6.91,4.71,122.00,92.50,31.50,114.60,11.24,11.40,0.28,2014.00,20.90
Kealoha Pilares,WR,28.80,70.00,201 lbs,30.50,8.75,30.50,4.11,101.90,10.16,96.60,19.00,6.85,4.47,125.00,126.10,40.50,131.40,10.96,14.80,0.32,2010.00,22.50
Keelan Cole,WR,25.60,73.00,194 lbs,25.30,9.13,32.13,4.40,-,-,83.70,-,6.69,4.64,-,-,-,-,11.09,24.60,0.61,2013.00,20.40
Keenan Allen,WR,26.40,74.00,206 lbs,26.30,10.00,32.75,-,-,-,84.90,-,-,4.71,-,-,-,-,-,12.90,0.50,2010.00,18.40
Keenan Reynolds,WR,28.10,69.00,190 lbs,23.70,8.75,29.88,-,-,-,78.80,15.00,-,4.62,120.00,-,37.00,122.90,-,-,-,-,-
Keeon Johnson,WR,27.10,74.00,211 lbs,23.60,9.50,34.50,4.34,104.80,10.08,93.90,25.00,7.00,4.62,132.00,118.70,35.50,126.40,11.34,11.90,0.16,-,-
Keevan Lucas,WR,28.40,69.00,192 lbs,23.30,9.88,31.88,4.43,94.10,9.64,84.70,11.00,7.23,4.55,119.00,89.50,32.50,114.80,11.66,13.30,0.42,2014.00,19.40
Keith Kirkwood,WR,28.40,74.00,221 lbs,24.60,9.50,33.75,4.43,107.00,10.06,109.30,-,6.94,4.50,123.00,-,35.00,121.00,11.37,14.90,0.27,2017.00,23.70
Keith Mumphery,WR,29.20,72.00,215 lbs,26.20,9.13,31.13,4.25,101.80,9.83,99.80,15.00,7.07,4.54,121.00,104.60,32.50,115.80,11.32,19.00,0.13,-,-
Keke Coutee,WR,26.00,70.00,181 lbs,21.60,8.38,29.88,4.15,93.40,9.90,90.10,14.00,6.93,4.43,113.00,108.60,34.50,115.20,11.08,15.40,0.31,2017.00,20.60
Kelvin Benjamin,WR,28.50,77.00,240 lbs,27.50,10.25,34.88,4.39,109.80,10.00,112.10,13.00,7.33,4.61,119.00,98.20,32.50,114.80,11.72,18.70,0.29,2013.00,22.60
Kenbrell Thompkins,WR,25.10,73.00,190 lbs,30.00,8.63,32.25,4.21,97.50,10.00,89.40,8.00,6.88,4.54,121.00,94.00,33.50,117.50,11.09,15.90,0.15,-,-
Kendall Wright,WR,28.10,70.00,196 lbs,28.70,8.63,30.50,4.18,97.70,9.99,83.20,4.00,6.93,4.61,121.00,94.80,38.50,126.00,11.11,15.40,0.36,2008.00,18.80
Kendrick Bourne,WR,26.80,73.00,203 lbs,23.00,9.13,32.50,4.21,100.30,10.01,84.60,9.00,6.73,4.68,125.00,92.40,34.00,120.30,10.94,14.40,0.21,2014.00,19.10
Kenneth Walker,WR,27.80,69.00,188 lbs,24.40,8.38,30.50,4.40,93.90,9.64,99.30,19.00,7.28,4.35,115.00,110.30,32.00,111.90,11.68,16.60,0.16,-,-
Kenny Bell,WR,26.00,73.00,197 lbs,26.50,9.25,31.63,4.15,104.60,10.39,103.20,7.00,6.66,4.42,129.00,110.80,41.50,135.10,10.81,17.00,0.29,2011.00,19.50
Kenny Britt,WR,26.90,75.00,215 lbs,29.90,9.00,34.00,-,-,-,102.20,23.00,-,4.56,124.00,-,37.00,124.90,-,17.80,0.36,2007.00,19.00
Kenny Cook,WR,26.50,76.00,218 lbs,26.20,10.38,34.50,4.37,104.40,10.01,97.10,12.00,7.13,4.65,120.00,93.20,33.00,116.10,11.50,11.80,0.30,2012.00,20.30
Kenny Golladay,WR,26.50,76.00,218 lbs,24.80,9.75,32.00,4.15,106.80,10.18,110.70,18.00,7.00,4.50,120.00,118.20,35.50,120.40,11.15,14.40,0.42,2013.00,19.80
Kenny Lawler,WR,26.10,74.00,203 lbs,24.10,10.50,33.38,4.20,98.10,9.90,88.80,-,7.13,4.64,111.00,-,31.00,108.20,11.33,12.80,0.22,2014.00,20.20
Kenny Shaw,WR,24.30,71.00,174 lbs,26.60,8.63,31.25,4.27,91.40,9.89,74.90,8.00,6.62,4.61,120.00,86.20,33.00,116.10,10.89,17.30,0.18,-,-
Kenny Stills,WR,26.30,72.00,194 lbs,26.30,9.00,30.50,4.13,98.90,9.94,104.00,16.00,7.13,4.38,124.00,115.50,33.50,119.00,11.26,11.70,0.29,2011.00,19.40
Keon Hatcher,WR,28.00,73.00,212 lbs,23.90,9.50,32.00,-,-,-,91.50,16.00,-,4.64,-,-,-,-,-,16.90,0.28,2014.00,20.00
Kermit Whitfield,WR,28.10,68.00,185 lbs,24.80,8.50,30.00,4.37,92.50,9.61,88.70,8.00,7.17,4.44,120.00,91.40,32.50,115.30,11.54,12.80,0.17,2015.00,21.90
Kerry Taylor,WR,27.10,72.00,200 lbs,29.50,-,30.38,4.18,100.50,10.13,91.20,16.00,6.63,4.56,120.00,111.90,38.00,124.60,10.81,12.90,0.19,2008.00,19.50
Keshawn Martin,WR,26.40,71.00,189 lbs,28.40,9.25,31.50,4.13,99.30,10.19,93.80,13.00,6.85,4.45,122.00,114.00,39.50,128.20,10.98,11.80,0.19,-,-
Kevin Cone,WR,27.70,74.00,216 lbs,30.40,-,-,4.35,104.50,9.95,110.70,20.00,7.53,4.46,121.00,117.20,36.00,121.70,11.88,16.30,0.10,-,-
Kevin Dorsey,WR,27.30,73.00,207 lbs,28.50,9.63,33.75,4.28,104.70,10.15,99.20,17.00,7.08,4.52,130.00,112.70,38.00,129.60,11.36,12.70,0.22,2011.00,21.50
Kevin Elliott,WR,26.60,75.00,213 lbs,29.60,-,-,4.20,104.60,10.13,99.50,-,6.72,4.58,122.00,-,34.00,118.80,10.92,17.60,0.35,2008.00,19.70
Kevin Norwood,WR,25.40,74.00,198 lbs,28.90,10.00,32.13,4.32,100.60,10.04,99.70,8.00,6.68,4.48,121.00,93.60,33.00,116.60,11.00,14.90,0.21,2013.00,24.00
Kevin Ogletree,WR,26.10,73.00,198 lbs,31.00,9.00,31.00,4.08,101.60,10.18,100.10,-,6.67,4.46,122.00,-,36.00,122.20,10.75,12.50,0.43,2006.00,19.10
Kevin Smith,WR,28.20,72.00,208 lbs,26.60,9.13,30.88,4.36,101.60,9.95,92.40,10.00,6.96,4.59,126.00,96.40,37.00,125.90,11.32,15.30,0.19,-,-
Kevin White,WR,26.90,75.00,215 lbs,26.10,9.25,32.63,4.14,108.50,10.28,123.40,23.00,6.92,4.35,123.00,135.10,36.50,123.60,11.06,13.30,0.37,2013.00,21.20
Kevonte Martin-Manley,WR,27.80,72.00,205 lbs,25.80,9.38,32.13,4.21,100.60,9.99,88.00,-,6.94,4.63,124.00,-,35.50,122.40,11.15,9.90,0.13,2012.00,19.90
Keyarris Garrett,WR,27.50,75.00,220 lbs,25.90,9.00,34.50,4.33,107.80,10.12,107.30,14.00,7.30,4.53,128.00,106.40,36.50,126.10,11.63,16.50,0.34,2012.00,19.90
Kofi Hughes,WR,27.40,73.00,208 lbs,26.40,9.50,30.63,4.20,102.10,10.00,95.40,24.00,6.90,4.57,126.00,122.70,35.50,123.40,11.10,15.70,0.24,2011.00,19.40
Kolby Listenbee,WR,26.70,72.00,197 lbs,24.50,8.25,31.38,-,-,-,104.60,15.00,-,4.39,129.00,-,35.50,124.90,-,19.90,0.15,-,-
Korey Robertson,WR,28.00,73.00,212 lbs,23.10,9.13,32.88,4.40,101.50,9.80,98.10,13.00,7.55,4.56,123.00,97.50,34.00,119.30,11.95,14.60,0.43,2017.00,22.20
Kris Durham,WR,25.50,77.00,215 lbs,30.40,-,31.38,4.41,106.00,10.14,109.60,17.00,6.89,4.51,121.00,107.90,36.00,121.70,11.30,20.60,0.17,2010.00,22.50
Krishawn Hogan,WR,27.70,75.00,222 lbs,23.20,9.88,32.13,4.21,107.90,10.20,105.50,13.00,6.74,4.56,124.00,107.90,36.50,124.10,10.95,18.00,0.45,2014.00,19.30
Kyle Prater,WR,26.70,77.00,225 lbs,27.10,10.38,33.25,4.29,104.20,9.92,92.50,20.00,7.12,4.76,121.00,102.90,31.00,113.20,11.41,10.50,0.20,2014.00,23.20
Kyle Williams,WR,26.70,70.00,186 lbs,30.10,9.13,30.00,4.19,94.50,9.82,92.60,11.00,7.00,4.43,118.00,101.90,33.00,115.10,11.19,14.30,0.39,2009.00,21.10
L'Damian Washington,WR,23.70,76.00,195 lbs,27.30,9.00,33.38,4.35,99.40,10.00,102.60,8.00,7.19,4.46,115.00,91.90,32.00,111.90,11.54,17.90,0.31,2012.00,21.30
LaRon Byrd,WR,26.80,76.00,220 lbs,29.00,9.63,32.38,4.10,107.80,10.18,111.70,15.00,7.07,4.50,125.00,115.20,35.00,122.00,11.17,11.10,0.10,-,-
LaVon Brazill,WR,26.80,71.00,192 lbs,29.40,9.75,32.00,4.37,96.20,9.80,92.70,11.00,7.08,4.48,118.00,94.20,32.50,114.30,11.45,16.00,0.35,2009.00,20.50
Lamaar Thomas,WR,25.10,72.00,185 lbs,28.30,8.25,30.38,4.24,97.70,10.10,93.10,16.00,6.80,4.45,123.00,112.40,38.00,126.10,11.04,11.00,0.21,2012.00,22.40
Lamont Bryant,WR,27.20,77.00,229 lbs,30.60,-,33.25,4.38,115.10,10.53,124.30,19.00,6.78,4.44,128.00,125.70,43.00,137.10,11.16,17.70,0.20,2011.00,23.70
Lance Lenoir,WR,27.00,72.00,199 lbs,23.50,9.50,32.25,4.39,95.50,9.82,80.40,13.00,6.87,4.70,107.00,89.40,33.00,109.60,11.26,14.30,0.36,2013.00,18.60
Lance Moore,WR,28.10,69.00,190 lbs,34.90,10.00,31.00,4.32,95.80,9.94,82.30,-,7.12,4.57,117.00,-,40.00,126.50,11.44,13.20,0.33,2003.00,20.00
Laquon Treadwell,WR,28.40,74.00,221 lbs,23.20,9.50,33.38,4.25,103.40,9.95,93.40,12.00,7.05,4.68,117.00,96.40,33.00,114.60,11.30,14.10,0.29,2014.00,19.20
Larry Fitzgerald,WR,27.20,75.00,218 lbs,34.90,10.50,-,-,-,-,106.40,-,-,4.53,-,-,35.50,-,-,18.20,0.51,2002.00,19.00
Larry Pinkard,WR,26.60,72.00,196 lbs,26.50,8.88,32.50,4.31,99.40,9.97,89.40,18.00,7.15,4.56,128.00,108.30,36.50,126.10,11.46,15.00,0.24,2012.00,20.50
Lavelle Hawkins,WR,27.10,71.00,194 lbs,32.10,9.63,29.63,4.24,95.40,9.80,86.50,14.00,6.95,4.57,117.00,100.20,33.50,115.50,11.19,12.10,0.28,2006.00,20.20
Lee Doss,WR,23.50,73.00,178 lbs,27.30,8.88,31.38,4.31,94.00,9.99,80.20,11.00,6.95,4.59,122.00,93.40,36.00,122.20,11.26,15.00,0.35,2012.00,21.40
Lemar Durant,WR,29.70,74.00,231 lbs,26.00,10.00,31.13,4.60,104.90,9.79,101.00,27.00,7.35,4.64,119.00,118.60,36.00,120.70,11.95,13.50,0.36,2012.00,20.00
Leonard Hankerson,WR,27.60,73.00,209 lbs,29.50,10.63,32.25,4.21,103.90,10.12,108.50,14.00,6.94,4.43,117.00,112.50,36.00,119.70,11.15,16.10,0.50,2009.00,20.60
Leonte Carroo,WR,28.60,72.00,211 lbs,24.50,9.63,31.38,-,-,-,101.50,14.00,-,4.50,120.00,-,35.50,120.40,-,20.70,0.64,2013.00,19.60
Lestar Jean,WR,26.90,75.00,215 lbs,30.50,9.00,33.00,4.43,102.50,9.99,94.50,14.00,7.45,4.65,113.00,99.20,37.50,120.30,11.88,15.40,0.43,2010.00,22.60
Levern Jacobs,WR,25.40,71.00,182 lbs,25.60,9.00,31.63,4.07,98.30,10.18,86.30,13.00,6.85,4.50,135.00,112.30,39.00,133.80,10.92,11.40,0.20,2015.00,22.70
Levi Norwood,WR,25.70,73.00,195 lbs,26.10,9.63,30.88,4.19,97.90,9.98,84.10,-,6.78,4.64,123.00,-,34.50,120.20,10.97,12.40,0.13,-,-
Linell Bonner,WR,27.10,72.00,200 lbs,23.30,8.88,31.63,4.33,95.20,9.78,73.70,16.00,6.97,4.81,115.00,92.90,33.50,114.50,11.30,11.10,0.33,2016.00,21.40
Louis Murphy,WR,25.70,74.00,200 lbs,31.30,10.00,33.63,4.02,102.80,10.24,105.30,12.00,6.87,4.43,117.00,113.30,34.50,117.20,10.89,17.20,0.22,2008.00,21.30
Lucky Whitehead,WR,23.40,70.00,163 lbs,26.20,8.88,32.00,4.18,90.70,10.02,80.40,20.00,6.89,4.44,121.00,115.60,36.00,121.70,11.07,9.30,0.31,2014.00,22.30
Mack Hollins,WR,26.90,76.00,221 lbs,24.90,9.75,33.25,-,-,-,109.30,-,-,4.53,-,-,-,-,-,22.10,0.22,2014.00,21.00
Malachi Dupre,WR,25.20,74.00,196 lbs,22.80,9.00,31.50,4.26,102.20,10.14,95.20,11.00,7.19,4.52,135.00,104.70,39.50,134.70,11.45,15.30,0.32,2014.00,18.90
Malcolm Lewis,WR,27.70,70.00,193 lbs,24.80,8.38,31.13,4.59,92.50,9.51,80.50,14.00,7.23,4.63,115.00,85.20,31.50,111.10,11.82,11.20,0.05,-,-
Malcolm Mitchell,WR,26.90,72.00,198 lbs,25.10,10.50,32.63,4.34,101.50,10.04,99.60,15.00,6.94,4.45,129.00,107.20,36.00,125.70,11.28,14.90,0.36,2015.00,22.10
Malcom Floyd,WR,26.70,77.00,225 lbs,36.90,10.25,33.25,4.18,-,10.41,110.70,-,6.66,4.55,-,-,38.00,-,10.84,13.20,0.26,2001.00,20.00
Malcome Kennedy,WR,27.80,72.00,205 lbs,26.30,9.75,31.25,4.26,97.30,9.74,85.00,10.00,7.10,4.67,119.00,89.50,31.50,113.10,11.36,11.50,0.15,2014.00,22.40
MarQuez North,WR,28.60,74.00,223 lbs,23.30,10.25,33.38,4.13,108.30,10.18,112.20,17.00,6.90,4.48,123.00,118.40,35.00,121.00,11.03,10.20,0.10,-,-
Marcell Ateman,WR,25.60,77.00,216 lbs,23.90,9.88,32.88,4.25,104.90,10.10,100.00,13.00,7.07,4.62,121.00,100.30,34.00,118.30,11.32,19.60,0.22,2017.00,23.00
Marcus Beaurem,WR,25.80,71.00,185 lbs,26.50,9.00,30.50,4.33,94.90,9.92,91.80,12.00,6.85,4.45,113.00,100.00,35.00,116.00,11.18,12.60,0.31,2011.00,19.60
Marcus Harris,WR,24.70,73.00,187 lbs,29.40,-,-,4.16,97.20,10.04,87.30,9.00,6.68,4.55,124.00,95.40,33.00,118.10,10.84,12.60,0.36,2008.00,19.50
Marcus Johnson,WR,26.90,73.00,204 lbs,24.00,9.25,31.88,4.39,103.40,9.99,105.00,22.00,7.26,4.44,135.00,119.90,37.00,130.40,11.65,13.40,0.13,-,-
Marcus Kemp,WR,25.00,75.00,200 lbs,23.00,9.63,32.63,4.36,101.00,10.03,92.60,10.00,7.10,4.59,126.00,93.30,35.50,123.40,11.46,15.10,0.33,2014.00,19.10
Marcus Tucker,WR,27.50,70.00,192 lbs,26.10,8.50,30.50,4.33,94.80,9.74,82.20,13.00,7.14,4.60,122.00,95.60,34.50,119.70,11.47,15.70,0.31,2013.00,21.20
Mario Alford,WR,27.40,68.00,180 lbs,25.50,9.38,31.25,4.07,94.20,9.97,87.10,13.00,6.64,4.43,121.00,109.30,34.00,118.30,10.71,14.50,0.33,2013.00,20.50
Mario Manningham,WR,25.10,72.00,185 lbs,32.20,-,32.13,4.27,93.10,9.76,82.20,16.00,7.34,4.59,117.00,98.30,32.00,112.90,11.61,16.30,0.48,2005.00,19.30
Markus Wheaton,WR,26.40,71.00,189 lbs,27.50,9.13,32.75,4.02,99.20,10.20,93.80,20.00,6.80,4.45,120.00,126.10,37.00,122.90,10.82,13.70,0.36,2010.00,19.60
Marlon Brown,WR,25.90,76.00,213 lbs,27.30,8.25,32.75,-,-,-,94.90,10.00,-,4.65,-,-,-,-,-,17.40,0.20,2012.00,21.40
Marqise Lee,WR,26.00,72.00,192 lbs,26.70,9.50,31.75,4.01,100.00,10.18,90.70,11.00,6.96,4.52,127.00,111.30,38.00,128.10,10.97,14.20,0.35,2011.00,19.80
Marques Colston,WR,26.70,77.00,225 lbs,35.20,9.63,33.38,4.44,110.00,10.22,115.80,16.00,6.96,4.50,123.00,108.80,37.00,124.40,11.40,13.90,0.35,2002.00,19.30
Marquess Wilson,WR,22.40,76.00,184 lbs,25.90,9.25,31.13,4.33,97.80,10.13,92.60,7.00,6.65,4.51,122.00,90.40,34.50,119.70,10.98,16.10,0.32,2010.00,18.00
Marquez Valdes-Scantling,WR,25.10,76.00,206 lbs,23.80,10.25,32.25,4.17,104.30,10.09,117.60,15.00,6.85,4.37,124.00,111.20,30.50,113.90,11.02,16.60,0.27,2017.00,22.90
Marquis Bundy,WR,25.80,76.00,212 lbs,24.00,9.00,32.13,4.39,102.50,9.92,103.90,15.00,7.12,4.54,118.00,99.10,32.00,113.40,11.51,14.70,0.12,2013.00,19.10
Marquise Goodwin,WR,27.00,69.00,183 lbs,27.70,8.63,31.50,4.09,100.30,10.27,104.10,13.00,6.66,4.27,132.00,124.20,40.00,134.00,10.75,13.10,0.14,-,-
Martavis Bryant,WR,25.70,76.00,211 lbs,26.60,9.50,32.63,4.15,107.60,10.32,115.10,16.00,7.18,4.42,124.00,121.90,39.00,128.30,11.33,19.70,0.19,-,-
Marvin Hall,WR,28.40,69.00,192 lbs,25.30,8.50,30.25,4.24,98.70,10.05,92.60,15.00,6.86,4.45,125.00,114.30,40.00,130.50,11.10,22.90,0.06,-,-
Marvin Jones,WR,25.70,74.00,200 lbs,28.40,10.25,33.13,4.11,101.10,10.14,102.50,22.00,6.81,4.46,112.00,122.80,33.00,112.10,10.92,13.60,0.26,2009.00,19.50
Marvin McNutt,WR,27.00,75.00,216 lbs,29.10,10.00,32.00,4.07,105.90,10.18,104.50,-,7.15,4.54,122.00,-,37.00,123.90,11.22,16.00,0.46,2009.00,20.20
Matt Hazel,WR,26.10,73.00,198 lbs,26.50,9.13,31.38,4.20,99.90,10.05,96.60,15.00,7.08,4.50,118.00,110.10,36.50,121.10,11.28,14.10,0.29,2011.00,19.60
Matt Miller,WR,28.50,74.00,222 lbs,27.30,8.88,32.50,4.43,100.90,9.82,82.70,9.00,7.12,4.83,114.00,83.60,34.00,114.80,11.55,14.80,0.24,2013.00,22.40
Matthew Slater,WR,27.20,71.00,195 lbs,32.90,-,-,-,-,-,96.70,-,-,4.45,-,-,-,-,-,-,-,-,-
Maurice Harris,WR,25.00,74.00,195 lbs,25.70,9.63,32.13,4.35,-,-,87.50,-,6.95,4.61,-,-,-,-,11.30,14.00,0.13,-,-
Max McCaffrey,WR,24.40,74.00,190 lbs,24.20,8.88,31.63,4.15,98.80,10.11,93.10,9.00,7.09,4.51,122.00,102.10,36.50,123.10,11.24,12.40,0.24,2015.00,21.30
Mekale McKay,WR,25.20,76.00,207 lbs,25.00,9.50,30.63,4.63,101.60,9.89,100.60,12.00,7.08,4.55,123.00,90.70,35.00,121.00,11.71,17.60,0.15,2014.00,21.10
Micah Hatfield,WR,24.00,73.00,182 lbs,29.00,8.63,30.00,4.04,97.60,10.26,89.60,11.00,6.50,4.49,121.00,109.90,38.00,125.10,10.54,16.30,0.04,-,-
Michael Campanaro,WR,27.50,70.00,192 lbs,27.50,9.75,30.00,4.01,99.00,10.15,93.10,20.00,6.77,4.46,122.00,128.90,39.00,127.30,10.78,12.00,0.60,2011.00,20.60
Michael Clark,WR,25.10,78.00,217 lbs,22.80,9.38,32.88,4.31,105.00,9.98,105.40,17.00,7.54,4.58,126.00,104.80,33.00,119.10,11.85,17.10,0.20,-,-
Michael Crabtree,WR,28.20,73.00,214 lbs,30.90,9.25,34.25,4.06,104.50,10.14,96.40,-,6.87,4.59,122.00,-,34.00,118.70,10.93,13.30,0.34,2007.00,20.00
Michael Floyd,WR,27.50,75.00,220 lbs,28.70,9.38,32.88,4.37,107.40,10.11,113.20,16.00,7.11,4.47,122.00,110.90,36.50,123.10,11.48,12.20,0.39,2008.00,18.80
Michael Gallup,WR,27.00,73.00,205 lbs,22.40,9.25,31.50,4.37,101.70,10.00,99.10,10.00,6.95,4.51,122.00,97.70,36.00,122.20,11.32,15.40,0.37,2016.00,20.50
Michael Preston,WR,24.40,77.00,206 lbs,29.20,-,34.75,4.13,104.10,10.30,93.00,13.00,6.83,4.65,120.00,103.00,35.00,119.50,10.96,16.00,0.44,2009.00,20.30
Michael Rector,WR,26.20,72.00,193 lbs,24.60,9.25,32.50,4.19,101.40,10.16,99.70,13.00,6.77,4.42,129.00,110.40,36.50,126.60,10.96,14.00,0.21,2013.00,19.70
Michael Thomas,WR,26.50,75.00,212 lbs,25.40,10.50,32.13,4.13,105.00,10.16,99.90,18.00,6.80,4.57,126.00,114.50,35.00,122.50,10.93,13.90,0.40,2014.00,21.50
Micheal Spurlock,WR,29.30,71.00,210 lbs,35.50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Mike A. Thomas,WR,30.10,68.00,198 lbs,31.20,9.38,31.00,4.28,101.30,10.11,98.40,16.00,6.65,4.40,126.00,118.50,40.50,131.90,10.93,11.10,0.28,2005.00,18.30
Mike A. Williams,WR,28.00,73.00,212 lbs,31.20,9.25,31.00,4.31,103.00,10.02,100.70,8.00,6.90,4.53,118.00,98.10,36.50,121.10,11.21,14.60,0.39,2006.00,19.30
Mike Brown,WR,29.40,70.00,205 lbs,29.50,-,31.50,4.25,95.40,9.65,77.90,17.00,6.96,4.74,116.00,96.30,30.50,109.90,11.21,-,0.23,2009.00,20.60
Mike Davis,WR,26.70,72.00,197 lbs,24.40,10.00,32.75,4.39,96.90,9.79,90.70,-,7.11,4.55,117.00,90.10,32.50,113.80,11.50,15.40,0.39,2010.00,18.30
Mike Evans,WR,27.40,77.00,231 lbs,25.00,9.38,35.13,4.26,112.00,10.32,115.70,12.00,7.08,4.53,123.00,108.00,37.00,124.20,11.34,20.20,0.30,2012.00,19.00
Mike Thomas,WR,26.40,73.00,200 lbs,24.00,10.50,33.38,4.26,100.90,10.05,90.10,16.00,7.06,4.59,126.00,105.70,36.00,124.20,11.32,19.60,0.35,2014.00,20.10
